genome	group	family	species	orth_tptA	orth_rnhA	strict_tptA	strict_rnhA	pair	pair_hmg	near_hmg	n_loci	called	loci_hmg_between	loci_flank_conf
GCA_025677815.1_Phaart1	Mucoromycota	Lichtheimiaceae	Phascolomyces articulosus	True	True	True	True	False	False	True	2	True	0	0
GCA_025677825.1_Helpul1	Mucoromycota	Mucoraceae	Helicostylum pulchrum	True	True	True	True	True	True	True	4	True	1	1
GCA_025677835.1_Spoumb1	Mucoromycota	Rhizopodaceae	Sporodiniella umbellata	True	True	True	True	False	False	False	1	False	0	0
GCA_025716815.1_Dicele1	Mucoromycota	Lichtheimiaceae	Dichotomocladium elegans	True	True	True	True	False	False	False	2	False	0	1
GCA_025716855.1_Pilano1	Mucoromycota	Mucoraceae	Pilaira anomala	False	True	False	True	False	False	True	1	True	1	1
GCA_025766325.1_Benpoi1	Mucoromycota	Mucoraceae	Benjaminiella poitrasii	False	True	False	True	False	False	True	5	True	1	2
GCA_026027325.1_ASM2602732v1	Mucoromycota	Mucoraceae	Actinomucor elegans	True	True	True	True	True	True	True	2	True	1	1
GCA_027405735.1_ASM2740573v1	Mucoromycota	Mucoraceae	Mucor racemosus	True	True	True	True	True	True	True	2	True	1	1
GCA_027595865.1_Umbelopsis_isabellina_MPG-14A_reass_enz	Mucoromycota	Umbelopsidaceae	Umbelopsis isabellina	True	True	True	True	False	False	True	1	True	0	1
GCA_029582045.1_ASM2958204v1	Mucoromycota	Lichtheimiaceae	Lichtheimia ramosa	True	True	True	True	False	False	False	4	False	0	0
GCA_034509365.1_RMly36_1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	False	2	False	0	1
GCA_037039815.1_ASM3703981v1	Mucoromycota	Umbelopsidaceae	Umbelopsis sp. M5902	True	True	True	True	False	False	True	2	True	0	2
GCA_037040325.1_ASM3704032v1	Mucoromycota	Mucoraceae	Mucor sp. M7501	True	True	True	True	False	False	True	2	True	0	1
GCA_037041495.1_ASM3704149v1	Mucoromycota	Lichtheimiaceae	Lichtheimia ramosa	True	True	True	True	False	False	False	5	False	0	0
GCA_037042035.1_ASM3704203v1	Mucoromycota	Lichtheimiaceae	Lichtheimia ramosa	True	True	True	True	False	False	False	3	False	0	0
GCA_037042095.1_ASM3704209v1	Mucoromycota	Lichtheimiaceae	Lichtheimia corymbifera	True	True	True	True	False	False	False	1	False	0	0
GCA_037042155.1_ASM3704215v1	Mucoromycota	Syncephalastraceae	Syncephalastrum monosporum	True	True	True	True	False	False	True	4	False	0	0
GCA_037043795.1_Z2.assembly	Mucoromycota	Cunninghamellaceae	Cunninghamella bertholletiae	True	True	True	True	True	True	True	1	True	1	1
GCA_037974945.1_ASM3797494v1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_039881115.1_ASM3988111v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	False	1	False	0	0
GCA_040206765.1_ASM4020676v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	4	True	0	2
GCA_040209145.1_PhyblU21_2	Mucoromycota	Phycomycetaceae	Phycomyces blakesleeanus	True	True	True	True	True	True	True	1	True	1	1
GCA_040209185.1_Phybl_L51_1	Mucoromycota	Phycomycetaceae	Phycomyces blakesleeanus	True	True	True	True	True	True	True	1	True	1	1
GCA_040256725.1_ASM4025672v1	Mucoromycota	Mucoraceae	Mucor lusitanicus	True	True	True	True	True	True	True	2	True	1	1
GCA_040366295.1_Hpulcur_1.0	Mucoromycota	Mucoraceae	Helicostylum pulchrum	True	True	True	True	True	True	True	3	True	1	1
GCA_040367835.1_Mfluvus_1.0	Mucoromycota	Mucoraceae	Mucor flavus	True	True	True	True	True	True	True	2	True	1	1
GCA_040807105.1_ASM4080710v1	Mucoromycota	Mucoraceae	Mucor sp. PG5414	True	True	True	True	False	False	False	4	False	0	1
GCA_040807125.1_ASM4080712v1	Mucoromycota	Lichtheimiaceae	Rhizomucor miehei	False	True	False	True	False	False	False	1	False	0	0
GCA_040807145.1_ASM4080714v1	Mucoromycota	Rhizopodaceae	Rhizopus stolonifer	True	True	True	True	False	False	False	2	False	0	0
GCA_044232465.1_ASM4423246v1	Mucoromycota	Cunninghamellaceae	Cunninghamella bainieri	True	True	True	True	False	False	True	1	True	1	1
GCA_048164915.1_ASM4816491v1	Mucoromycota	Rhizopodaceae	Rhizopus arrhizus	True	True	True	True	True	True	True	3	True	1	1
GCA_048164995.1_ASM4816499v1	Mucoromycota	Lichtheimiaceae	Lichtheimia ramosa	True	True	True	True	False	False	False	4	False	0	0
GCA_048772875.1_ASM4877287v1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	1	True	1	1
GCA_049334105.2_ASM4933410v2	Mucoromycota	Choanephoraceae	Choanephora infundibulifera	True	True	True	True	True	True	True	4	True	1	1
GCA_049863895.1_ASM4986389v1	Mucoromycota	Rhizopodaceae	Rhizopus sp. FBL578	True	True	True	True	False	False	True	2	True	1	1
GCA_050389755.1_R_arrhizus_W17_v1.0	Mucoromycota	Rhizopodaceae	Rhizopus arrhizus	True	True	True	True	True	True	True	3	True	1	1
GCA_050656845.1_ASM5065684v1	Mucoromycota	Cunninghamellaceae	Absidia sp. YW-2025a	True	True	True	True	False	False	False	9	False	0	1
GCA_050656855.1_ASM5065685v1	Mucoromycota	Cunninghamellaceae	Absidia sp. YW-2025b	True	True	True	True	True	False	False	0	False	0	0
GCA_051295215.1_Mcir_PS15m_1.0	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_051307255.1_Mcir_PS15p_1.0	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_051997045.1_ASM5199704v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	1	True	0	1
GCA_051997065.1_ASM5199706v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	3	True	0	2
GCA_051997145.1_ASM5199714v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	1	True	0	1
GCA_051997165.1_ASM5199716v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	2	True	0	1
GCA_051997195.1_ASM5199719v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	2	True	0	1
GCA_052058875.1_Matr_PS6	Mucoromycota	Mucoraceae	Mucor atramentarius	True	True	True	True	True	True	True	2	True	1	1
GCA_052058895.1_MBAN_PS3_1.0	Mucoromycota	Mucoraceae	Mucor bainieri	True	True	True	True	True	True	True	3	True	1	1
GCA_053572175.1_ASM5357217v1	Mucoromycota	Umbelopsidaceae	Umbelopsis sp. WA50703	True	True	True	True	False	False	True	2	True	0	1
GCA_054123175.1_ASM5412317v1	Mucoromycota	Mucoraceae	Mucor lanceolatus	True	True	False	True	False	False	True	1	True	1	1
GCA_054124215.1_ASM5412421v1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	1	True	1	1
GCA_054127015.1_ASM5412701v1	Mucoromycota	Rhizopodaceae	Rhizopus delemar	True	True	True	True	True	True	True	2	True	1	1
GCA_054130635.1_ASM5413063v1	Mucoromycota	Cunninghamellaceae	Cunninghamella blakesleeana	True	True	True	True	True	True	True	1	True	1	1
GCA_054130755.1_ASM5413075v1	Mucoromycota	Rhizopodaceae	Rhizopus arrhizus	True	True	True	True	True	True	True	3	True	1	1
GCA_054601915.1_FAM010_1.0	Mucoromycota	Choanephoraceae	Gilbertella persicaria	True	True	True	True	True	True	True	2	True	1	1
GCA_054906655.1_Umbelopsis_nana_v._1.0	Mucoromycota	Umbelopsidaceae	Umbelopsis nana	True	True	True	True	False	False	False	1	True	0	1
GCA_054954275.1_ASM5495427v1	Mucoromycota	Rhizopodaceae	Rhizopus stolonifer	True	True	True	True	False	False	True	1	True	1	1
GCA_055471225.1_ASM5547122v1	Mucoromycota	Mucoraceae	Mucor racemosus	True	True	True	True	True	True	True	2	True	1	1
GCA_056882155.1_ASM5688215v1	Mucoromycota	Mucoraceae	Thamnidium elegans	True	True	True	True	True	True	True	1	True	1	1
GCA_057380895.1_ASM5738089v1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_057662165.1_ASM5766216v1	Mucoromycota	Rhizopodaceae	Rhizopus sp. TYR1	True	True	True	True	False	False	True	2	True	1	2
GCA_058380175.1_DTU-UU_Rory127_1.0	Mucoromycota	Rhizopodaceae	Rhizopus arrhizus	True	True	True	True	True	True	True	3	True	1	1
GCA_058380205.1_DTU-UU_Roli_1.0	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	4	True	0	2
GCA_058380225.1_DTU-UU_Rory329_1.0	Mucoromycota	Rhizopodaceae	Rhizopus arrhizus	True	True	True	True	True	True	True	1	True	1	1
GCA_059058645.1_ASM5905864v1	Mucoromycota	Rhizopodaceae	Rhizopus stolonifer	True	True	True	True	False	False	True	1	True	1	1
GCA_059714295.1_ASM5971429v1	Mucoromycota	Syncephalastraceae	Syncephalastrum contaminatum	True	True	True	True	False	False	True	2	False	0	0
GCA_060230415.1_ASM6023041v1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	2	True	0	2
GCA_060309175.1_CBS116.08v1	Mucoromycota	Mucoraceae	Mucor griseocyanus	True	True	True	True	True	True	True	2	True	1	1
GCA_060309255.1_CBS195.68v1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_060309305.1_CBS205.68v1	Mucoromycota	Mucoraceae	Mucor janssenii	True	True	True	True	True	True	True	4	True	1	1
GCA_060309335.1_CBS210.80v1	Mucoromycota	Mucoraceae	Mucor ardhlaengiktus	True	True	True	True	False	False	True	5	True	0	3
GCA_900079185.1_AG_v1	Mucoromycota	Cunninghamellaceae	Absidia glauca	True	True	True	True	True	False	True	8	False	0	1
GCA_900175165.2_FCH_5_7	Mucoromycota	Lichtheimiaceae	Rhizomucor pusillus	True	True	True	True	False	False	True	13	False	0	1
GCA_943193625.1_gzMucPiri1.1	Mucoromycota	Mucoraceae	Mucor piriformis	False	True	False	True	False	False	True	2	True	1	1
GCA_964291815.1_UMBE_WA70503	Mucoromycota	Umbelopsidaceae	Umbelopsis sp. WA50703	True	True	True	True	False	False	True	2	True	0	1
GCA_973907015.1_gzMucCirc1	Mucoromycota	Mucoraceae	Mucor circinelloides	True	True	True	True	True	True	True	2	True	1	1
GCA_977092135.1_gzAbsCyli1	Mucoromycota	Cunninghamellaceae	Absidia cylindrospora	True	True	True	True	True	False	True	2	True	1	1
GCA_977110905.1_gzMucHiem1	Mucoromycota	Mucoraceae	Mucor hiemalis	True	True	True	True	True	True	True	1	True	1	1
GCA_977110915.1_gzCunEchi1	Mucoromycota	Cunninghamellaceae	Cunninghamella echinulata	True	True	True	True	True	True	True	1	True	1	1
GCA_977110925.1_gzCunBlak1	Mucoromycota	Cunninghamellaceae	Cunninghamella blakesleeana	True	True	True	True	True	True	True	1	True	1	1
GCA_977110935.1_gzMucFrag1	Mucoromycota	Mucoraceae	Mucor fragilis	True	True	True	True	True	True	True	3	True	1	1
GCA_977110945.1_gzUmbRama1	Mucoromycota	Umbelopsidaceae	Umbelopsis ramanniana	True	True	True	True	False	False	True	4	True	1	1
GCA_977110975.1_gzUmbVina2	Mucoromycota	Umbelopsidaceae	Umbelopsis vinacea	True	True	True	True	False	False	True	3	True	0	2
GCA_977110985.1_gzRhiStol1	Mucoromycota	Rhizopodaceae	Rhizopus stolonifer	True	True	True	True	False	False	True	1	True	1	1
GCA_982397305.1_T17-F	Mucoromycota	Lichtheimiaceae	Zychaea mexicana	True	True	True	True	False	False	False	1	False	0	0
GCF_000149305.1_RO3	Mucoromycota	Rhizopodaceae	Rhizopus delemar	True	True	True	True	True	True	True	2	True	1	1
GCF_001638985.1_Phybl2	Mucoromycota	Phycomycetaceae	Phycomyces blakesleeanus	True	True	True	True	True	True	True	1	True	1	1
GCF_002708625.1_Rhimi1_1	Mucoromycota	Rhizopodaceae	Rhizopus microsporus	True	True	True	True	False	False	True	2	True	0	2
GCF_025094135.1_Mucmuc1	Mucoromycota	Mucoraceae	Mucor mucedo	False	True	False	True	False	False	True	4	True	1	1
GCF_025118155.1_Cokrec1	Mucoromycota	Mucoraceae	Cokeromyces recurvatus	False	True	False	True	False	False	True	4	True	1	2
GCF_025201335.1_Gilper1	Mucoromycota	Choanephoraceae	Gilbertella persicaria	True	True	True	True	True	True	True	1	True	1	1
GCF_025201355.1_Halrad1	Mucoromycota	Cunninghamellaceae	Halteromyces radiatus	True	True	True	True	True	True	True	1	True	1	1
GCF_025331425.1_Radspe1	Mucoromycota	Radiomycetaceae	Radiomyces spectabilis	True	True	True	True	False	False	True	3	False	0	2
GCF_025399195.1_Umbra1	Mucoromycota	Umbelopsidaceae	Umbelopsis ramanniana	True	True	True	True	False	False	True	2	True	1	1
GCF_025528875.1_Mycafr1	Mucoromycota	Mycotyphaceae	Mycotypha africana	False	True	False	True	False	False	True	5	True	0	1
GCF_025766255.1_Zycmex1	Mucoromycota	Lichtheimiaceae	Zychaea mexicana	True	True	True	True	False	False	True	0	False	0	0
GCF_029851405.1_ASM2985140v1	Mucoromycota	Lichtheimiaceae	Lichtheimia ornata	True	True	True	True	False	False	False	2	False	0	0
GCF_035048745.1_Mvel_NIH1002.PB.canu.pilon.trimmedMito	Mucoromycota	Mucoraceae	Mucor velutinosus	True	True	True	True	True	True	True	3	True	2	2
GCF_041956525.1_Rhipu1	Mucoromycota	Lichtheimiaceae	Rhizomucor pusillus	True	True	True	True	False	False	True	2	False	0	0
GCA_000507065.1_B6842	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	1	False	0	1
GCA_000739165.1_Mort_vert_NRRL_6337_V1	Mortierellomycota	Mortierellaceae	Podila verticillata	True	True	True	True	False	False	False	2	False	0	0
GCA_001021685.1_ASM102168v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	2	False	0	1
GCA_001651415.1_Mortierella_elongata_AG-77_v2.0	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	2	False	0	1
GCA_011634665.1_ASM1163466v1	Mortierellomycota	Mortierellaceae	Mortierella sp. BCC40632	True	True	True	True	False	False	False	10	False	0	1
GCA_014973025.1_ASM1497302v1	Mortierellomycota	Mortierellaceae	Mortierella antarctica	True	True	True	True	False	False	False	3	False	0	0
GCA_015499975.1_UCR_DornN22417_1.0	Mortierellomycota	Mortierellaceae	Dissophora ornata	True	True	True	True	False	False	False	4	False	0	1
GCA_015499985.1_UCR_McamNRRL2610_1.0	Mortierellomycota	Mortierellaceae	Haplosporangium gracile	True	True	True	True	False	False	False	5	False	0	0
GCA_015500005.1_UCR_HligNRRL2525_1.0	Mortierellomycota	Mortierellaceae	Entomortierella lignicola	True	True	True	True	False	False	False	3	False	0	1
GCA_015500155.1_UCR_MorNRRLA12553_1.0	Mortierellomycota	Mortierellaceae	Haplosporangium bisporale	True	True	True	True	False	False	False	4	False	0	0
GCA_015502445.1_UCR_MspGBA35_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. GBA35	True	True	True	True	False	False	False	3	False	0	0
GCA_015502455.1_UCR_MspAM989	Mortierellomycota	Mortierellaceae	Mortierella sp. AM989	True	True	True	True	False	False	False	7	False	0	1
GCA_015502465.1_UCR_Msp14UC_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. 14UC	True	True	True	True	False	False	False	5	False	0	0
GCA_015502475.1_UCR_MspAD031_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. AD031	True	True	True	True	False	False	False	9	False	0	0
GCA_015502485.1_UCR_MspGBA39_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. GBA39	True	True	True	True	False	False	False	5	False	0	1
GCA_015502505.1_UCR_MschNRRL6426_1.0	Mortierellomycota	Mortierellaceae	Linnemannia schmuckeri	True	True	True	True	False	False	False	5	False	0	1
GCA_015502565.1_UCR_MambBC1291	Mortierellomycota	Mortierellaceae	Actinomortierella ambigua	True	True	True	True	False	False	False	4	False	0	0
GCA_015502575.1_UCR_MspAD010_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. AD010	True	True	True	True	False	False	False	6	False	0	1
GCA_015529505.1_UCR_HspNRRLA10739_1.0	Mortierellomycota	Mortierellaceae	Haplosporangium sp. Z 11	True	True	True	True	False	False	False	3	False	0	1
GCA_015529515.1_UCR_MspNRRLA10996_1.0	Mortierellomycota	Mortierellaceae	Haplosporangium sp. Z 767	True	True	True	True	False	False	False	2	False	0	0
GCA_015529785.1_UCR_MvertNRRL2611_1.0	Mortierellomycota	Mortierellaceae	Podila verticillata	True	True	True	True	False	False	False	6	False	0	0
GCA_015529795.1_UCR_MspNRRL3175_1.0	Mortierellomycota	Mortierellaceae	Haplosporangium sp. Z 27	True	True	True	True	False	False	False	6	False	0	1
GCA_015679405.1_UCR_MspKOD1030_1.0	Mortierellomycota	Mortierellaceae	Mortierella antarctica	True	True	True	True	False	False	False	7	False	0	2
GCA_015679415.1_UCR_MalpAD072_1.0	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	5	False	0	0
GCA_015679425.1_UCR_MelonGBA34_1.0	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	4	False	0	0
GCA_015679485.1_UCR_MminNVP1_1.0	Mortierellomycota	Mortierellaceae	Podila minutissima	True	True	True	True	False	False	False	10	False	0	1
GCA_015679495.1_UCR_MelonNVP71_1.0	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	1	False	0	0
GCA_015679515.1_UCR_MspNVP85_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. NVP85	True	True	True	True	False	False	False	0	False	0	0
GCA_015679535.1_UCR_MhortCK413_1.0	Mortierellomycota	Mortierellaceae	Podila horticola	True	True	True	True	False	False	False	3	True	0	1
GCA_015679545.1_UCR_MspAD094_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. AD094	True	True	True	True	False	False	False	1	False	0	1
GCA_015679585.1_UCR_MbelKOD1040_1.0	Mortierellomycota	Mortierellaceae	Entomortierella beljakovae	True	True	True	True	False	False	False	5	False	0	1
GCA_015679595.1_UCR_MvertAD079_1.0	Mortierellomycota	Mortierellaceae	Podila verticillata	True	True	True	True	False	False	False	1	False	0	0
GCA_015679605.1_UCR_MepigNRRL5512_1.0	Mortierellomycota	Mortierellaceae	Podila epigama	True	True	True	True	False	False	False	5	False	0	1
GCA_015679645.1_UCR_MvertTTC192_1.0	Mortierellomycota	Mortierellaceae	Podila verticillata	True	True	True	True	False	False	False	6	False	0	0
GCA_015679695.1_UCR_MspAD011_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. AD011	True	True	True	True	False	False	False	5	False	0	1
GCA_015680625.1_UCR_MhylaNRRL2591_1.0	Mortierellomycota	Mortierellaceae	Mortierella hygrophila	True	True	True	True	False	False	False	1	False	0	0
GCA_015680635.1_UCR_MselenKOD1015_1.0	Mortierellomycota	Mortierellaceae	Lunasporangiospora selenospora	True	True	True	True	False	False	False	1	False	0	0
GCA_015680655.1_UCR_MalpinaNRRL66262_1.0	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	5	False	0	0
GCA_015847185.1_UCR_MalpAD071_1.0	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	2	False	0	0
GCA_015847195.1_UCR_MzychaePUSTF9C_1.0	Mortierellomycota	Mortierellaceae	Linnemannia zychae	True	True	True	True	False	False	False	3	False	0	0
GCA_015847225.1_UCR_Ltran_NRRL5525_1.0	Mortierellomycota	Mortierellaceae	Lobosporangium transversale	True	True	True	True	False	False	False	0	False	0	0
GCA_015847235.1_UCR_MzychaeNRRL2592_1.0	Mortierellomycota	Mortierellaceae	Linnemannia zychae	True	True	True	True	False	False	False	1	False	0	0
GCA_015849275.1_UCR_MambNRRL28271_1.0	Mortierellomycota	Mortierellaceae	Actinomortierella ambigua	True	True	True	True	False	False	False	2	False	0	0
GCA_015849285.1_UCR_Malp_GBA31_1.0	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	1	False	0	0
GCA_015849295.1_UCR_MrenMES-2147_1.0	Mortierellomycota	Mortierellaceae	Modicella reniformis	True	True	True	True	False	False	False	5	False	0	1
GCA_015849305.1_UCR_MalpCK1249_1.0	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	4	False	0	0
GCA_015849325.1_UCR_MspKOD1229_1.0	Mortierellomycota	Mortierellaceae	Mortierella antarctica	True	True	True	True	False	False	False	8	False	0	1
GCA_015849335.1_UCR_MchalAD033_1.0	Mortierellomycota	Mortierellaceae	Entomortierella chlamydospora	True	True	True	True	False	False	False	4	False	0	1
GCA_015852335.1_UCR_MchalNRRL2769_1.0	Mortierellomycota	Mortierellaceae	Entomortierella chlamydospora	True	True	True	True	False	False	False	3	False	0	1
GCA_015852375.1_UCR_MclonKOD947_1.0	Mortierellomycota	Mortierellaceae	Podila clonocystis	True	True	True	True	False	False	False	6	False	0	0
GCA_015852385.1_UCR_MclonAM1000_1.0	Mortierellomycota	Mortierellaceae	Podila clonocystis	True	True	True	True	False	False	False	9	False	0	1
GCA_015852395.1_UCR_MelonNVP5_1.0	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	1	False	0	0
GCA_015852415.1_UCR_MelonGBA40_1.0	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	4	False	0	0
GCA_015852425.1_UCR_Mcyst1230_1.0	Mortierellomycota	Mortierellaceae	Gryganskiella cystojenkinii	True	True	True	True	False	False	False	1	True	0	0
GCA_015852435.1_UCR_MepiAD058	Mortierellomycota	Mortierellaceae	Podila epicladia	True	True	True	True	False	False	False	8	False	0	1
GCA_015852495.1_UCR_MepiKOD1059_1.0	Mortierellomycota	Mortierellaceae	Podila epicladia	True	True	True	True	False	False	False	6	False	0	0
GCA_016097855.1_UCR_MgamAD045_1.0	Mortierellomycota	Mortierellaceae	Linnemannia gamsii	True	True	True	True	False	False	False	7	False	0	0
GCA_016097865.1_UCR_MgamNVP60_1.0	Mortierellomycota	Mortierellaceae	Linnemannia gamsii	True	True	True	True	False	False	False	3	False	0	0
GCA_016097885.1_UCR_MgloAD054_1.0	Mortierellomycota	Mortierellaceae	Dissophora globulifera	True	True	True	True	False	False	False	2	False	0	0
GCA_016097895.1_UCR_MexiNRRL28262_1.0	Mortierellomycota	Mortierellaceae	Linnemannia exigua	True	True	True	True	False	False	False	2	False	0	1
GCA_016097925.1_UCR_MhortAD009_1.0	Mortierellomycota	Mortierellaceae	Podila horticola	True	True	True	True	False	False	False	5	False	0	0
GCA_016097935.1_UCR_MglobuREB-010B_1.0	Mortierellomycota	Mortierellaceae	Dissophora globulifera	True	True	True	True	False	False	False	3	False	0	1
GCA_016097945.1_UCR_MhumKOD1050_1.0	Mortierellomycota	Mortierellaceae	Podila humilis	True	True	True	True	False	False	False	6	False	0	1
GCA_016098005.1_UCR_MminAD069_1.0	Mortierellomycota	Mortierellaceae	Podila minutissima	True	True	True	True	False	False	False	7	False	0	2
GCA_016098015.1_UCR_MmultNRRL6456_1.0	Mortierellomycota	Mortierellaceae	Gamsiella multidivaricata	True	True	True	True	False	False	False	5	False	0	1
GCA_016098025.1_UCR_MspAD032_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. AD032	True	True	True	True	False	False	False	1	False	0	0
GCA_016098035.1_UCR_MspGBA30_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. GBA30	True	True	True	True	False	False	False	5	False	0	0
GCA_016098045.1_UCR_MspGBA43_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. GBA43	True	True	True	True	False	False	False	1	False	0	0
GCA_016098085.1_UCR_MspNVP41_1.0	Mortierellomycota	Mortierellaceae	Mortierella sp. NVP41	True	True	True	True	False	False	False	8	False	0	0
GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0	Mortierellomycota	Mortierellaceae	Actinomortierella wolfii	True	True	True	True	False	False	False	2	False	0	0
GCA_016098135.1_UCR_MwolfiiNRRL66265_1.0	Mortierellomycota	Mortierellaceae	Actinomortierella wolfii	True	True	True	True	False	False	False	0	False	0	0
GCA_016098155.1_UCR_MambBC1055_1.0	Mortierellomycota	Mortierellaceae	Actinomortierella ambigua	True	True	True	True	False	False	False	3	False	0	0
GCA_016098165.1_UCR_MpolyKOD948_1.0	Mortierellomycota	Mortierellaceae	Mortierella polycephala	True	True	True	True	False	False	False	4	False	0	0
GCA_019671135.1_ASM1967113v1	Mortierellomycota	Mortierellaceae	Linnemannia hyalina	True	True	True	True	False	False	False	8	False	0	0
GCA_019788775.1_ASM1978877v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	3	True	0	2
GCA_020744185.1_Morel_U14_1	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	5	False	0	1
GCA_020891255.1_Epvsp_1.0	Mortierellomycota	Mortierellaceae	Entomortierella parvispora	True	True	True	True	False	False	False	5	False	0	0
GCA_022750515.1_UCR_MspNRRL2760_1.0	Mortierellomycota	Mortierellaceae	Mortierella claussenii	True	True	True	True	False	False	False	1	False	0	0
GCA_023091675.1_ASM2309167v1	Mortierellomycota	Mortierellaceae	Linnemannia amoeboidea	True	True	True	True	False	False	False	1	False	0	0
GCA_023925345.1_FSU_Malpina_v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	1	False	0	0
GCA_025201705.1_Disorn1	Mortierellomycota	Mortierellaceae	Dissophora ornata	True	True	True	True	False	False	False	1	True	0	0
GCA_025330735.1_MorGBAus27b_1	Mortierellomycota	Mortierellaceae	Mortierella sp. GBAus27b	True	True	True	True	False	False	False	2	False	0	0
GCA_025603085.1_LANL_1351_123_1.0	Mortierellomycota	Mortierellaceae	Podila verticillata	True	True	True	True	False	False	False	10	False	0	0
GCA_025677895.1_Morhum1	Mortierellomycota	Mortierellaceae	Podila humilis	True	True	True	True	False	False	False	1	False	0	0
GCA_029449235.1_ASM2944923v1	Mortierellomycota	Mortierellaceae	Linnemannia schmuckeri	True	True	True	True	False	False	False	1	False	0	0
GCA_029449245.1_ASM2944924v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	1	False	0	1
GCA_033807475.1_MoeAD073_1	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	7	False	0	0
GCA_033807495.1_MorAD185_1_1	Mortierellomycota	Mortierellaceae	Benniella sp.	True	True	True	True	False	False	False	10	False	0	2
GCA_033807515.1_Morgam1	Mortierellomycota	Mortierellaceae	Linnemannia gamsii	True	True	True	True	False	False	False	1	True	0	1
GCA_036320915.1_MoeNVP64_1	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	3	False	0	1
GCA_057543055.1_JCM_30264_assembly_v001	Mortierellomycota	Mortierellaceae	Linnemannia elongata	True	True	True	True	False	False	False	1	False	0	0
GCA_057980025.1_ASM5798002v1	Mortierellomycota	Mortierellaceae	Cryptocalciella humilis	True	True	True	True	False	False	False	0	False	0	0
GCA_058969005.1_ASM5896900v1	Mortierellomycota	Mortierellaceae	Mortierella alpina	True	True	True	True	False	False	False	4	False	0	0
