panel	genome	phylum	class	order	family_tax	species	mat_family	contig	start	end	confidence	locus_class	idiomorph	outcome	why	flank_lo	flank_hi	n_flank_genes	flank_genes	core_genes	max_core_dist_bp	polish_capped_cluster	core_detail	flank_detail	genes_best_here	genes_best_elsewhere	best_here_detail	verdict
cap6	GCA_030568195.1_ASM3056819v1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Dipodascopsis uninucleata	Ascomycota:MAT	JAJLTO010000001.1	187875	245169	medium	mat_locus	MAT1-2	low	inside	232930	245169	2	APN2,SLA2	MAT1-1-1,MAT1-1-3,MAT1-2-1	0	False	MAT1-1-1:238855-239031:35.593:8.0:unpolished;MAT1-2-1:241674-241796:43.902:9.0:not_polish_candidate;MAT1-1-3:242046-242156:54.054:23.0:not_polish_candidate	SLA2:232930-236400:62.88:None:polished_agree;APN2:244546-245169:57.07:None:polished_disagree	MAT1-1-1,MTLalpha1	MAT1-1-3,MAT1-2-1,MATALPHA2,MTLA1,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MAT1-1-1:50:36%:2e-06;MTLalpha1:58:38%:2e-10	best_hit_here
cap6	GCA_030568255.1_ASM3056825v1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces spencermartinsiae	Ascomycota:MATyl	JAJLTQ010000008.1	248464	277238	medium	mat_locus	A	low	inside	254943	276533	2	apn2,sla2	mata1	0	False	mata1:272243-272353:37.838:21.0:unpolished	sla2:254943-256199:60.98:None:polished_disagree;apn2:276262-276533:55.07:None:polished_single	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:50:40%:4e-06;MAT1-1-3:64:32%:1e-12;MAT1-2-1:67:33%:3e-12;MTLalpha1:61:44%:5e-11;mat1-Mc:51:30%:6e-08;matMc:68:29%:3e-13	best_hit_here
cap6	GCA_030568335.1_ASM3056833v1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces tetrasporus	Ascomycota:MATyl	JAJLTR010000025.1	53438	84440	medium	mat_locus	A	low	inside	62159	83735	2	apn2,sla2	mata1	0	False	mata1:79448-79558:37.838:21.0:unpolished	sla2:62159-63415:60.98:None:polished_disagree;apn2:83464-83735:55.07:None:polished_single	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:50:40%:5e-06;MAT1-1-3:64:32%:1e-12;MAT1-2-1:67:33%:3e-12;MTLalpha1:62:34%:2e-11;mat1-Mc:51:30%:7e-08;matMc:69:29%:2e-13	best_hit_here
cap6	GCA_030572735.1_ASM3057273v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella mastotermitis	Ascomycota:MAT	JAJMBN010000106.1	21004	46563	medium	mat_locus	MAT1-1	withheld	core_outside_span	21046	27092	2	APN2,SLA2	MAT1-1-1,MAT1-1-3	16349	False	MAT1-1-1:24445-24645:26.866:18.0:unpolished;MAT1-1-3:46441-46563:33.333:25.0:unpolished	SLA2:21046-22800:59.48:None:polished_disagree;APN2:26487-27092:48.0:None:polished_disagree		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030573575.1_ASM3057357v1	Ascomycota	Saccharomycetes	Saccharomycodales	Saccharomycodaceae	Hanseniaspora sp. CRUB 1602	Ascomycota:MTL	JAJMDL010000012.1	60204	103430	medium	partial_locus	A	low	inside	60204	87150	3	OBP1,PAP1,PIK1	MTLA1	0	False	MTLA1:63362-63484:31.707:22.0:unpolished	PAP1:60204-61877:51.77:None:polished_single;OBP1:62883-64133:54.059999999999995:None:polished_single;PIK1:87004-87150:33.333:6.0:unpolished		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030574475.1_ASM3057447v1	Ascomycota	Trigonopsidomycetes	Trigonopsidales	Trigonopsidaceae	Trigonopsis californica	Ascomycota:MAT	JAJMFC010000045.1	4430	34412	medium	mat_locus	MAT1-1	low	inside	4430	13672	2	APN2,SLA2	MAT1-1-1	0	False	MAT1-1-1:9376-9528:37.255:15.0:unpolished	APN2:4430-5109:48.67:None:polished_disagree;SLA2:10259-13672:60.1:None:polished_disagree	MATALPHA1,MTLalpha1	MAT1-1-3,MAT1-2-1,MTLalpha2,Rsm22-like,mat1-Mc,matMc,matPi	MATALPHA1:47:27%:1e-06;MTLalpha1:52:40%:9e-09	best_hit_here
cap6	GCA_030575175.1_ASM3057517v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella novakii	Ascomycota:MAT	JAJMIH010000041.1	19452	80862	medium	mat_locus	MAT1-2	low	inside	19470	26759	2	APN2,SLA2	MAT1-2-1	0	False	MAT1-2-1:24277-24426:34.0:15.0:unpolished	SLA2:19470-21404:56.8:None:polished_disagree;APN2:25707-26759:44.16:None:polished_disagree		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030575175.1_ASM3057517v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella novakii	Ascomycota:MATyl	JAJMIH010000041.1	19452	80862	medium	mat_locus	A	low	inside	19470	26186	2	apn2,sla2	mata2	0	False	mata2:24259-24432:29.31:20.0:unpolished	sla2:19470-22604:58.77:None:polished_agree;apn2:25701-26186:45.91:None:polished_single		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030575195.1_ASM3057519v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella boreocaroliniensis	Ascomycota:MATyl	JAJMIE010000008.1	135154	149841	medium	mat_locus	A	withheld	core_outside_span	138672	145238	2	apn2,sla2	mata1	1493	False	mata1:149731-149841:29.73:19.0:unpolished	apn2:138672-139424:43.62:None:polished_disagree;sla2:142134-145238:57.6:None:polished_agree		MAT1-1-3,MAT1-2-1,MATALPHA2,MTLA1,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030583505.1_ASM3058350v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella castrensis	Ascomycota:MAT	JAJMIF010000016.1	96725	123125	medium	mat_locus	MAT1-2	withheld	core_outside_span	115914	123122	2	APN2,SLA2	MAT1-2-1	16034	False	MAT1-2-1:96725-96880:32.759:16.0:unpolished	SLA2:115914-119063:56.5:None:polished_disagree;APN2:122301-123122:49.25:None:polished_disagree		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_030585005.1_ASM3058500v1	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia brassicae	Ascomycota:MAT	JAJMCE010000186.1	2943	10962	medium	mat_locus	MAT1-1	low	inside	2943	10953	2	APN2,SLA2	MAT1-1-1	0	False	MAT1-1-1:10006-10134:34.783:12.0:unpolished	APN2:2943-3248:50.98:None:polished_disagree;SLA2:9214-10953:55.3:None:polished_disagree		MAT1-1-3,MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_031125595.1_ASM3112559v1	Ascomycota	Saccharomycetes	Ascoideales	Saccharomycopsidaceae	Saccharomycopsis capsularis	Ascomycota:MAT	JASTUX010000026.1	70693	116290	medium	mat_locus	MAT1-1	low	inside	70696	116290	3	APN2,COX13,SLA2	MAT1-1-1	0	False	MAT1-1-1:74537-74698:42.593:15.0:unpolished	SLA2:70696-73788:53.89:None:polished_agree;APN2:86128-86313:32.812:70.0:unpolished;COX13:116015-116290:49.44:None:polished_disagree	MATA2,MATALPHA1,MATALPHA2,MTLalpha1	MAT1-1-3,MAT1-2-1,MTLA1,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MATA2:52:40%:4e-09;MATALPHA1:60:31%:3e-10;MATALPHA2:52:40%:3e-08;MTLalpha1:81:36%:5e-18	best_hit_here
cap6	GCA_031125765.1_ASM3112576v1	Ascomycota	Saccharomycetes	Ascoideales	Saccharomycopsidaceae	Saccharomycopsis amapae	Ascomycota:MAT	JASTVC010000035.1	10715	88744	medium	mat_locus	MAT1-1	withheld	core_outside_span	25278	71882	2	COX13,SLA2	MAT1-1-1,MAT1-1-2	1658	False	MAT1-1-2:20525-20620:31.25:9.0:unpolished;MAT1-1-1:25516-25611:43.75:9.0:unpolished	COX13:25278-25568:47.87:None:polished_disagree;SLA2:69549-71882:48.13:None:polished_disagree	MATA1,MTLA2	MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MATA1:50:33%:1e-08;MTLA2:47:30%:3e-06	best_hit_here
cap6	GCA_031142775.1_ASM3114277v1	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium paspali	Ascomycota:MAT	JAVBIV010000002.1	1313320	1323659	medium	mat_locus	MAT1-1	low	inside	1313320	1323401	3	APN2,COX13,SLA2	MAT1-1-1,MAT1-1-3,MAT1-2-1	0	False	MAT1-1-3:1318101-1318394:25.51:41.0:not_polish_candidate;MAT1-1-1:1318308-1318433:38.095:10.0:unpolished;MAT1-2-1:1318359-1318484:33.333:40.0:not_polish_candidate	COX13:1313320-1313934:77.66:None:polished_disagree;APN2:1314617-1316619:57.38:None:polished_disagree;SLA2:1320210-1323401:82.88:None:polished_agree		MAT1-1-3,MAT1-2-1		best_hit_elsewhere
cap6	GCA_031310005.1_ASM3131000v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina haptotyla	Ascomycota:MAT	CM062383.1	1296513	1304918	medium	mat_locus	MAT1-2	withheld	core_outside_span	1302853	1304918	2	APN2,COX13	MAT1-2-1	2969	False	MAT1-2-1:1296786-1296884:42.424:10.0:unpolished	APN2:1302853-1303730:59.9:None:polished_disagree;COX13:1304315-1304918:59.02:None:polished_agree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036872635.1_ASM3687263v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia brochopaga	Ascomycota:MAT	JAVHNQ010000003.1	2110495	2121978	medium	mat_locus	MAT1-2	withheld	core_outside_span	2110495	2113317	2	APN2,COX13	MAT1-2-1	5488	False	MAT1-2-1:2121805-2121894:56.667:11.0:unpolished	COX13:2110495-2111118:60.55:None:polished_disagree;APN2:2112345-2113317:61.7:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036872755.1_ASM3687275v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia blumenaviensis	Ascomycota:MAT	JAVHNS010000010.1	358519	372013	medium	partial_locus	MAT1-2	withheld	core_outside_span	368034	370424	2	APN2,COX13	MAT1-2-10	6249	False	MAT1-2-10:358519-358785:27.473:32.0:unpolished	COX13:368034-368610:73.33:None:polished_disagree;APN2:369466-370424:58.05:None:polished_disagree		MAT1-2-1,MATALPHA2,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971245.1_ASM3697124v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys sphaeroides	Ascomycota:MAT	JAJTTW010000008.1	1380115	1401256	medium	partial_locus	MAT1-1	withheld	core_outside_span	1381571	1383796	2	APN2,COX13	MAT1-1-2	14281	False	MAT1-1-2:1401077-1401256:31.667:14.0:unpolished	APN2:1381571-1382542:60.94:None:polished_disagree;COX13:1383251-1383796:72.53:None:polished_disagree		MAT1-2-1,MATA2,MATALPHA2,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971255.1_ASM3697125v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia blumenaviensis	Ascomycota:MAT	JAJTTX010000027.1	9396	22700	medium	partial_locus	MAT1-2	withheld	core_outside_span	10855	13206	2	APN2,COX13	MAT1-2-10	6228	False	MAT1-2-10:22434-22700:27.473:32.0:unpolished	APN2:10855-11777:60.94:None:polished_disagree;COX13:12630-13206:73.33:None:polished_disagree		MAT1-2-1,MATALPHA2,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971285.1_ASM3697128v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina cionopaga	Ascomycota:MAT	JAJTTZ010000015.1	1452914	1471653	medium	mat_locus	MAT1-1	withheld	core_outside_span	1469717	1471650	2	APN2,COX13	MAT1-1-1,MAT1-2-1	4826	False	MAT1-1-1:1461664-1461891:28.947:16.0:unpolished;MAT1-2-1:1463614-1463760:32.653:13.0:unpolished	APN2:1469717-1470537:62.77:None:polished_disagree;COX13:1471223-1471650:76.25:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971295.1_ASM3697129v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina cionopaga	Ascomycota:MAT	JAJTTY010000005.1	340799	358436	medium	mat_locus	MAT1-2	low	inside	340802	352859	2	APN2,COX13	MAT1-2-1	0	False	MAT1-2-1:349094-349342:28.916:19.0:unpolished	COX13:340802-341230:75.0:None:polished_disagree;APN2:341902-352859:58.02:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971325.1_ASM3697132v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina cionopaga	Ascomycota:MAT	JAJTUA010000003.1	289601	300427	medium	mat_locus	MAT1-1	low	inside	289604	300427	2	APN2,COX13	MAT1-1-1	0	False	MAT1-1-1:297179-297355:32.203:14.0:unpolished	COX13:289604-290030:75.0:None:polished_disagree;APN2:290702-300427:57.55:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971385.1_ASM3697138v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina parvicollis	Ascomycota:MAT	JAJTUD010000010.1	284030	293016	medium	mat_locus	MAT1-1	withheld	core_outside_span	284030	286104	2	APN2,COX13	MAT1-1-1	3787	False	MAT1-1-1:292891-293016:34.694:14.0:unpolished	COX13:284030-284622:59.84:None:polished_agree;APN2:285177-286104:59.51:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971405.1_ASM3697140v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia quercus	Ascomycota:MAT	JAJTUE010000010.1	321015	329618	medium	mat_locus	MAT1-2	withheld	core_outside_span	321039	323308	2	APN2,COX13	MAT1-2-1	3212	False	MAT1-2-1:329520-329615:53.125:8.0:unpolished	COX13:321039-321531:58.41:None:polished_disagree;APN2:322181-323308:59.02:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971435.1_ASM3697143v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylellina sp. tibetensis	Ascomycota:MAT	JAKDFA010000013.1	1228770	1280614	medium	mat_locus	MAT1-2	withheld	core_outside_span	1235342	1237477	2	APN2,COX13	MAT1-2-1	3396	False	MAT1-2-1:1228821-1228946:45.238:16.0:unpolished	APN2:1235342-1236262:57.56:None:polished_disagree;COX13:1236895-1237477:59.32:None:polished_agree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971535.1_ASM3697153v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella dactyloides	Ascomycota:MAT	JAJTUG010000022.1	341859	356785	medium	mat_locus	MAT1-2	withheld	core_outside_span	341862	344618	2	APN2,COX13	MAT1-1-1,MAT1-2-1	8991	False	MAT1-1-1:352561-352698:36.957:12.0:unpolished;MAT1-2-1:356609-356734:42.857:12.0:unpolished	COX13:341862-342266:82.05:None:polished_disagree;APN2:343690-344618:62.5:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971555.1_ASM3697155v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Drechslerella coelobrocha	Ascomycota:MAT	JAJTUH010000011.1	371954	398488	medium	mat_locus	MAT1-1	withheld	core_outside_span	388122	390277	2	APN2,COX13	MAT1-1-1,MAT1-1-2	12896	False	MAT1-1-2:371954-372226:25.275:22.0:unpolished;MAT1-1-1:398105-398221:38.462:11.0:unpolished	COX13:388122-388643:70.33:None:polished_disagree;APN2:389331-390277:61.46:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971575.1_ASM3697157v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys conoides	Ascomycota:MAT	JAJTUI010000009.1	278087	281577	medium	mat_locus	MAT1-1	low	inside	278087	280310	2	APN2,COX13	MAT1-1-1	0	False	MAT1-1-1:280265-280369:41.463:11.0:unpolished	COX13:278087-278630:72.83:None:polished_disagree;APN2:279408-280310:57.56:None:polished_disagree		MAT1-2-1,MATA2,MATALPHA2,MTLalpha2,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_036971655.1_TWF281	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys megalospora	Ascomycota:MAT	JAVHJN010000012.1	300759	312358	medium	mat_locus	MAT1-2	withheld	core_outside_span	300759	302938	2	APN2,COX13	MAT1-2-1	6217	False	MAT1-2-1:312155-312247:48.387:8.0:unpolished	COX13:300759-301310:70.65:None:polished_disagree;APN2:302025-302938:56.8:None:polished_disagree		MAT1-2-1,MATA2,MATALPHA2,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_037042115.1_ASM3704211v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Wickerhamiella sp. P97-06A	Ascomycota:MAT	JAXQJU010000475.1	4361	6820	medium	mat_locus	MAT1-1	low	inside	4364	6820	2	APN2,SLA2	MAT1-1-1	0	False	MAT1-1-1:6354-6536:34.426:21.0:unpolished	APN2:4364-4963:41.0:None:polished_disagree;SLA2:6686-6820:55.56:None:polished_single		MAT1-1-3,MAT1-2-1,MATA1,MATA2,MATALPHA2,MTLalpha2,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_038497395.1_Lipokono1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces kononenkoae	Ascomycota:MATyl	MU971340.1	257291	350779	medium	mat_locus	A	low	inside	260149	277390	2	apn2,sla2	mata1	0	False	mata1:264292-264402:40.541:21.0:unpolished	apn2:260149-260419:53.62:None:polished_single;sla2:275511-277390:55.56:None:polished_disagree	MAT1-1-1,MTLA1,MTLalpha1	MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MAT1-1-1:53:36%:5e-07;MTLA1:42:41%:8e-06;MTLalpha1:60:40%:6e-11	best_hit_here
cap6	GCA_038497425.1_Liptetra1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces tetrasporus	Ascomycota:MATyl	MU968990.1	215332	244087	medium	mat_locus	A	low	inside	221811	243382	2	apn2,sla2	mata1	0	False	mata1:239092-239202:37.838:21.0:unpolished	sla2:221811-223067:60.98:None:polished_disagree;apn2:243111-243382:55.07:None:polished_single	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:50:40%:4e-06;MAT1-1-3:64:32%:1e-12;MAT1-2-1:67:33%:3e-12;MTLalpha1:61:44%:5e-11;mat1-Mc:51:30%:6e-08;matMc:68:29%:2e-13	best_hit_here
cap6	GCA_038497925.1_Lst7851_1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces starkeyi	Ascomycota:MAT	MU971828.1	274502	299933	medium	mat_locus	MAT1-1	low	inside	280338	299933	2	APN2,SLA2	MAT1-1-1,MAT1-1-3,MAT1-2-1	0	False	MAT1-1-1:287523-287645:41.463:11.0:unpolished;MAT1-2-1:296840-296959:51.22:13.0:not_polish_candidate;MAT1-1-3:297024-297134:48.649:23.0:not_polish_candidate	SLA2:280338-283685:63.1:None:polished_disagree;APN2:299298-299933:44.08:None:polished_disagree	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:52:32%:9e-07;MAT1-1-3:47:49%:4e-11;MAT1-2-1:63:29%:7e-11;MTLalpha1:60:41%:9e-11;mat1-Mc:51:30%:7e-08;matMc:55:27%:9e-09	best_hit_here
cap6	GCA_038497925.1_Lst7851_1	Ascomycota	Lipomycetes	Lipomycetales	Lipomycetaceae	Lipomyces starkeyi	Ascomycota:MATyl	MU971828.1	274502	299933	medium	mat_locus	A	low	inside	282811	299219	2	apn2,sla2	mata1	0	False	mata1:295008-295118:37.838:21.0:unpolished	sla2:282811-283670:61.35:None:polished_disagree;apn2:298949-299219:57.97:None:polished_single	MAT1-1-1,MAT1-1-3,MAT1-2-1,MTLalpha1,mat1-Mc,matMc	MATALPHA2,Rsm22-like,mat1-Pi,matPi	MAT1-1-1:52:32%:9e-07;MAT1-1-3:47:49%:4e-11;MAT1-2-1:63:29%:7e-11;MTLalpha1:60:41%:9e-11;mat1-Mc:51:30%:7e-08;matMc:55:27%:9e-09	best_hit_here
cap6	GCA_047671915.1_ASM4767191v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia sp. HsImV27	Ascomycota:MAT	JBAMKL010000499.1	3799	16349	medium	mat_locus	MAT1-1	low	inside	3799	16349	3	APN2,COX13,SLA2	MAT1-1-1	0	False	MAT1-1-1:10129-10350:29.73:18.0:unpolished	COX13:3799-4485:60.17:None:polished_disagree;APN2:5168-6093:61.54:None:polished_disagree;SLA2:12108-16349:72.22:None:polished_agree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_047671935.1_ASM4767193v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia sp. HsImV25	Ascomycota:MAT	JBAMKM010000545.1	544	13554	medium	mat_locus	MAT1-2	low	inside	544	13554	3	APN2,COX13,SLA2	MAT1-2-1	0	False	MAT1-2-1:6767-6898:45.455:20.0:unpolished	SLA2:544-4789:72.13:None:polished_agree;APN2:11263-12178:62.62:None:polished_disagree;COX13:12869-13554:60.17:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_047671935.1_ASM4767193v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia sp. HsImV25	Ascomycota:MATtub	JBAMKM010000545.1	990	13439	medium	mat_locus	MAT1-2	low	inside	1449	12178	2	APN2,SLA2	MAT1-2-1	0	False	MAT1-2-1:6818-6916:42.424:10.0:unpolished	SLA2:1449-4783:71.09:None:polished_disagree;APN2:11113-12178:56.52:None:polished_agree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_047716655.1_ASM4771665v1	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia oviparasitica	Ascomycota:MAT	JBAMJN010000737.1	13443	20268	medium	mat_locus	MAT1-2	withheld	core_outside_span	13443	15734	2	APN2,COX13	MAT1-2-1	1364	False	MAT1-2-1:20098-20229:45.455:20.0:unpolished	COX13:13443-14128:60.17:None:polished_disagree;APN2:14819-15734:62.62:None:polished_disagree		MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
cap6	GCA_057557895.1_ASM5755789v1	Ascomycota	Dipodascomycetes	Dipodascales	Trichomonascaceae	Sugiyamaella sp. LJX2-8	Ascomycota:MATyl	JBWXUM010000152.1	19788	26837	medium	mat_locus	A	low	inside	20349	26810	2	apn2,sla2	mata1	0	False	mata1:23433-23555:39.024:23.0:unpolished	apn2:20349-20858:46.67:None:polished_single;sla2:23691-26810:58.62:None:polished_agree		MAT1-1-3,MAT1-2-1,MATALPHA2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi		best_hit_elsewhere
cap6	GCA_060307455.1_ASM6030745v1	Ascomycota	Sordariomycetes	Xylariales		Xylariales sp. XT01	Ascomycota:MAT	JCBLTT010000052.1	10	12206	medium	mat_locus	MAT1-2	low	inside	13	12200	3	APN2,COX13,SLA2	MAT1-1-3,MAT1-2-1	0	False	MAT1-2-1:6224-6322:44.444:11.0:unpolished;MAT1-1-3:6242-6601:24.39:52.0:not_polish_candidate	COX13:13-629:68.18:None:polished_agree;APN2:1182-2606:65.28:None:polished_disagree;SLA2:8805-12200:84.68:None:polished_disagree		MAT1-1-3,MAT1-2-1		best_hit_elsewhere
cap6	GCA_900518985.1_YAAL0	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia alimentaria	Ascomycota:MAT	ULGN01000006.1	292382	309793	medium	mat_locus	undetermined	withheld	core_outside_span	292391	300500	2	APN2,SLA2	MAT1-1-1,MAT1-1-5,MAT1-2-4	5898	False	MAT1-1-1:296080-296220:31.915:12.0:unpolished;MAT1-1-5:299696-299869:31.034:14.0:unpolished;MAT1-2-4:309398-309793:24.39:63.0:unpolished	SLA2:292391-294130:56.38:None:polished_disagree;APN2:299601-300500:41.61:None:polished_disagree	MTLalpha1	MAT1-1-3,MAT1-2-1,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MTLalpha1:45:39%:6e-06	best_hit_here
cap6	GCA_900518985.1_YAAL0	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia alimentaria	Ascomycota:MATtub	ULGN01000006.1	292382	309793	medium	mat_locus	MAT1-2	low	inside	292658	300500	2	APN2,SLA2	MAT1-2-1	0	False	MAT1-2-1:292871-293377:20.603:56.0:unpolished	SLA2:292658-294130:55.0:None:polished_disagree;APN2:299829-300500:41.9:None:polished_single	MTLalpha1	MAT1-1-3,MAT1-2-1,MTLalpha2,Rsm22-like,mat1-Mc,mat1-Pi,matMc,matPi	MTLalpha1:45:39%:6e-06	best_hit_here
cap6	GCA_900519055.1_YAGA0	Ascomycota	Dipodascomycetes	Dipodascales		Yarrowia galli	Ascomycota:MAT	ULGS01000006.1	145622	153691	medium	mat_locus	MAT1-1	low	inside	145622	153658	2	APN2,SLA2	MAT1-1-1	0	False	MAT1-1-1:152711-152839:34.783:12.0:unpolished	APN2:145622-145927:50.98:None:polished_disagree;SLA2:151919-153658:55.48:None:polished_disagree		MAT1-1-3,MAT1-2-1,Rsm22-like,mat1-Mc,matMc,matPi		best_hit_elsewhere
